fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.6,0.17,0.45,11.2,54,56.0,137.0,997,3.15,0.47,10.0,5
6.1,0.41,0.0,1.6,63,36.0,87.0,0.9914,3.27,0.67,10.8,6
6.5,0.38,0.53,1.4,142,5.0,69.0,0.9926,3.14,0.52,10.1,4
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5
6.8,0.25,0.3,11.8,43,53.0,133.0,0.99524,3.03,0.58,10.4,6
6.7,0.34,0.31,16.4,51,20.0,146.0,0.99834,3.06,0.54,9.1,5
6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6
6.5,0.39,0.23,5.4,51,25.0,149.0,0.9934,3.24,0.35,10.0,5
7.7,0.39,0.3,5.2,37,29.0,131.0,0.9943,3.38,0.44,11.0,6
6.3,0.34,0.52,6.3,47,63.0,186.0,0.99481,3.18,0.44,9.6,5
6.7,0.27,0.3,13.9,29,34.0,131.0,0.9953,3.36,0.5,12.0,7
6.9,0.22,0.37,15.0,53,59.0,178.0,0.9992,3.37,0.82,9.5,7
6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,5
6.1,0.27,0.3,16.7,39,49.0,172.0,0.99985,3.4,0.45,9.4,5
7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6
6.6,0.38,0.36,9.2,61,42.0,214.0,0.9976,3.31,0.56,9.4,5
6.6,0.42,0.13,12.8,44,26.0,158.0,0.99772,3.24,0.47,9.0,5
6.7,0.16,0.32,12.5,35,18.0,156.0,0.99666,2.88,0.36,9.0,6
7.4,0.18,0.24,1.4,47,21.0,106.0,0.99383,3.52,0.64,10.5,7
6.9,0.28,0.22,10.0,52,36.0,131.0,0.99696,3.08,0.46,9.6,5
6.6,0.42,0.33,2.8,34,15.0,85.0,0.99,3.28,0.51,13.4,6
6.5,0.24,0.38,1.0,27,31.0,90.0,0.98926,3.24,0.36,12.3,6
7.5,0.21,0.68,10.9,45,38.0,133.0,0.9978,3.0,0.36,8.7,5
6.5,0.32,0.3,2.3,51,20.0,127.0,0.98964,3.13,0.52,12.8,6
5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,6
8.2,0.26,0.33,2.6,53,11.0,71.0,0.99402,2.89,0.49,9.5,5
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6
6.6,0.22,0.37,15.4,35,62.0,153.0,0.99845,3.02,0.4,9.3,5
6.8,0.28,0.17,13.9,47,49.0,162.0,0.9983,3.21,0.51,9.0,6
7.1,365,0.14,1.2,55,24.0,84.0,0.9941,3.15,0.43,8.9,5
6.9,0.23,0.32,16.4,45,62.0,153.0,0.9972,3.22,0.42,10.5,5
7.1,0.32,0.32,11.0,38,16.0,66.0,0.9937,3.24,0.4,11.5,3
6.2,0.46,0.25,4.4,66,62.0,207.0,0.9939,3.25,0.52,9.8,5
6.4,0.17,0.34,1.5,93,43.0,136.0,0.9938,3.25,0.49,9.6,6
5.1,0.52,0.06,2.7,52,30.0,79.0,0.9932,3.32,0.43,9.3,5
7.2,0.24,0.24,1.7,45,18.0,161.0,0.99196,3.25,0.53,11.2,6
7.15,0.17,0.24,9.6,119,56.0,178.0,0.99578,3.15,0.44,10.2,6
8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,4
6.1,0.26,0.28,1.7,43,24.0,98.0,0.98918,3.14,0.44,12.5,6
5.1,305,0.13,1.75,36,17.0,73.0,0.99,3.4,0.51,12.3333333333333,5
7.0,0.35,0.17,1.1,49,7.0,119.0,0.99297,3.13,0.36,9.7,6
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6
8.2,0.22,0.36,6.8,34,12.0,90.0,0.9944,3.01,0.38,10.5,8
6.7,0.24,0.3,3.85,42,105.0,179.0,0.99189,3.04,0.59,11.3,8
6.8,0.18,0.3,12.8,62,19.0,171.0,0.99808,3.0,0.52,9.0,7
6.5,0.2,0.5,18.1,54,50.0,221.0,0.99941,2.94,0.64,8.8,6
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,6
7.5,0.33,0.38,8.7,126,49.0,199.0,0.99711,2.98,0.57,9.4,5
5.2,405,0.15,1.45,38,10.0,44.0,0.99125,3.52,0.4,11.6,4
5.8,0.36,0.38,0.9,37,3.0,75.0,0.9904,3.28,0.34,11.4,4
7.4,0.33,0.26,15.6,49,67.0,210.0,0.99907,3.06,0.68,9.5,5
8.2,0.35,0.4,6.3,39,35.0,162.0,0.9936,3.15,0.34,11.9,7
6.6,0.24,0.27,1.4,57,33.0,152.0,0.9934,3.22,0.56,9.5,6
7.5,0.28,0.41,1.3,44,11.0,126.0,0.99293,3.28,0.45,10.3,5
6.8,0.43,0.26,5.2,43,40.0,176.0,0.99116,3.17,0.41,12.3,6
6.1,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,6
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,5
5.6,0.12,0.26,4.3,38,18.0,97.0,0.99477,3.36,0.46,9.2,5
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
6.4,0.26,0.4,1.7,179,5.0,60.0,0.9925,3.09,0.54,10.1,5
5.8,0.29,0.38,10.7,38,49.0,136.0,0.99366,3.11,0.59,11.2,6
7.7,0.27,0.35,5.3,0.03,30.0,117.0,992,3.11,0.42,12.2,6
6.8,0.18,0.24,9.8,58,64.0,188.0,0.9952,3.13,0.51,10.6,6
6.4,0.16,0.31,5.3,43,42.0,157.0,0.99455,3.35,0.47,10.5,5
6.8,0.11,0.42,1.1,42,51.0,132.0,0.99059,3.18,0.74,11.3,7
7.2,0.31,0.35,7.2,46,45.0,178.0,0.9955,3.14,0.53,9.7,5
5.8,0.18,0.37,1.2,36,19.0,74.0,0.98853,3.09,0.49,12.7,7
5.6,0.28,0.27,3.9,43,52.0,158.0,0.99202,3.35,0.44,10.7,7
6.5,0.41,0.22,4.8,52,49.0,142.0,0.9946,3.14,0.62,9.2,5
5.5,0.35,0.35,1.1,45,14.0,167.0,992,3.34,0.68,9.9,6
6.6,0.23,0.37,8.5,36,46.0,153.0,0.99576,3.2,0.48,9.4,6
6.2,0.36,0.32,4.0,36,44.0,92.0,0.98936,3.2,0.5,13.3,7
7.6,0.29,0.58,17.5,41,51.0,225.0,0.9997,3.16,0.66,9.5,6
6.5,0.43,0.28,12.0,56,23.0,174.0,0.9986,3.31,0.55,9.3,5
6.9,0.3,0.3,10.55,37,4.0,28.0,0.99184,3.07,0.32,12.7,6
7.2,0.23,0.19,13.7,52,47.0,197.0,0.99865,3.12,0.53,9.0,5
6.6,0.2,0.38,7.9,52,30.0,145.0,0.9947,3.32,0.56,11.0,7
7.4,0.16,0.3,13.7,56,33.0,168.0,0.99825,2.9,0.44,8.7,7
6.4,0.4,0.19,3.2,33,28.0,124.0,0.9904,3.22,0.54,12.7,7
7.0,0.29,0.33,0.9,41,20.0,117.0,0.99048,3.21,0.5,11.4,5
8.0,0.22,0.32,10.4,43,63.0,201.0,997,3.11,0.53,9.5,6
7.6,0.21,0.44,1.9,36,10.0,119.0,0.9913,3.01,0.7,12.8,6
7.3,0.36,0.54,13.3,54,63.0,193.0,0.99864,3.06,0.49,8.6,4
6.4,0.35,0.28,1.1,55,9.0,160.0,0.99405,3.42,0.5,9.1,7
6.9,0.24,0.33,1.7,35,47.0,136.0,0.99,3.26,0.4,12.6,7
5.7,0.24,0.47,6.3,69,35.0,182.0,0.99391,3.11,0.46,9.75,5
7.0,0.3,0.49,4.7,36,17.0,105.0,0.9916,3.26,0.68,12.4,7
7.7,0.42,0.38,8.1,61,49.0,144.0,0.9966,3.4,0.58,11.0,6
6.6,0.32,0.47,15.6,63,27.0,173.0,0.99872,3.18,0.56,9.0,5
6.7,0.31,0.3,2.1,38,18.0,130.0,0.9928,3.36,0.63,10.6,6
7.3,0.31,0.69,10.2,41,58.0,160.0,0.9977,3.06,0.45,8.6,5
6.5,0.19,0.1,1.3,46,23.0,107.0,0.9937,3.29,0.45,10.0,5
7.8,965,0.6,65.8,74,8.0,160.0,1.03898,3.39,0.69,11.7,6
6.2,0.28,0.45,7.5,45,46.0,203.0,0.99573,3.26,0.46,9.2,6
6.6,0.33,0.4,2.65,41,35.0,86.0,0.98916,3.11,0.39,13.3,7
6.4,0.17,0.3,2.8,34,33.0,125.0,0.99152,3.03,0.49,10.4,6
8.1,0.3,0.49,12.3,49,50.0,144.0,0.9971,3.09,0.57,10.2,7
7.2,0.26,0.3,2.1,33,50.0,158.0,0.9909,3.33,0.43,12.1,7
7.0,0.16,0.25,14.3,44,27.0,149.0,998,2.91,0.46,9.2,6
6.8,0.33,0.31,7.4,45,34.0,143.0,0.99226,3.06,0.55,12.2,6
6.0,0.27,0.32,3.6,35,36.0,133.0,0.99215,3.23,0.46,10.8,6
7.1,0.4,0.52,1.3,148,45.0,149.0,0.99468,3.08,0.56,8.7,5
6.4,0.1,0.35,4.9,48,31.0,103.0,0.9947,3.43,0.79,9.7,6
7.1,0.3,0.46,1.5,66,29.0,133.0,0.9906,3.12,0.54,12.7,6
6.1,255,0.44,12.3,45,53.0,197.0,0.9967,3.24,0.54,9.5,6
8.2,0.21,0.32,10.65,53,53.0,145.0,0.9972,3.17,0.48,10.2,6
6.5,0.27,0.4,10.0,39,74.0,227.0,0.99582,3.18,0.5,9.4,5
8.5,0.19,0.49,3.5,44,29.0,117.0,0.9938,3.14,0.51,10.1,6
6.0,0.35,0.46,0.9,33,9.0,65.0,0.98934,3.24,0.35,12.1,4
8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,3.22,0.63,10.4,8
6.8,0.2,0.27,1.2,34,19.0,68.0,0.9902,3.14,0.37,11.7,4
8.4,0.35,0.56,13.8,48,55.0,190.0,0.9993,3.07,0.58,9.4,6
5.1,0.33,0.22,1.6,27,18.0,89.0,0.9893,3.51,0.38,12.5,7
4.2,215,0.23,5.1,41,64.0,157.0,0.99688,3.42,0.44,8.0,3
6.6,0.32,0.36,8.0,47,57.0,168.0,0.9949,3.15,0.46,9.6,5
9.0,0.22,0.49,10.4,48,52.0,195.0,0.9987,3.31,0.44,10.2,6
6.5,0.28,0.38,7.8,31,54.0,216.0,0.99154,3.03,0.42,13.1,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
6.6,0.22,0.3,14.7,45,50.0,136.0,0.99704,3.14,0.37,10.6,6
7.1,0.28,0.26,1.9,49,12.0,86.0,0.9934,3.15,0.38,9.4,5
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6
6.7,0.41,0.27,2.6,33,25.0,85.0,0.99086,3.05,0.34,11.7,6
5.9,415,0.02,0.8,38,22.0,63.0,0.9932,3.36,0.36,9.3,5
6.7,0.37,0.25,2.5,28,24.0,84.0,0.9909,3.14,0.36,11.7,6
6.7,0.16,0.32,12.5,35,18.0,156.0,0.99666,2.88,0.36,9.0,6
6.9,0.16,0.3,9.6,57,50.0,185.0,0.9978,3.39,0.38,9.6,6
7.4,0.25,0.36,13.2,67,53.0,178.0,0.9976,3.01,0.48,9.0,6
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6
7.4,0.16,0.3,13.7,56,33.0,168.0,0.99825,2.9,0.44,8.7,7
6.9,0.19,0.28,5.0,58,14.0,146.0,0.9952,3.29,0.36,9.1,6
7.8,0.26,0.31,3.6,25,22.0,100.0,0.99066,2.99,0.47,12.1,7
6.2,0.36,0.27,3.2,32,13.0,73.0,0.98942,2.9,0.69,12.6,7
7.2,0.5,0.0,0.8,34,46.0,114.0,0.9932,3.19,0.34,9.2,4
6.7,0.2,0.24,6.5,44,28.0,100.0,0.99348,3.12,0.33,10.2,6
6.1,0.34,0.21,5.0,42,17.0,133.0,0.99373,3.02,0.53,9.4,5
7.6,0.3,0.25,4.3,54,22.0,111.0,0.9956,3.12,0.49,9.2,5
6.8,0.25,0.18,1.4,56,13.0,137.0,0.9935,3.11,0.42,9.5,5
6.3,0.22,0.34,1.2,36,32.0,96.0,0.98961,3.06,0.74,11.6,6
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4
8.2,0.22,0.3,1.8,47,47.0,185.0,0.9933,3.13,0.5,10.2,6
6.8,0.29,0.56,11.9,43,66.0,230.0,0.9972,3.02,0.63,9.3,5
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7
7.0,0.26,0.34,10.9,38,25.0,84.0,0.99432,3.11,0.34,10.9,6
7.1,0.26,0.19,8.2,51,53.0,187.0,996,3.16,0.52,9.7,5
6.3,0.22,0.22,5.6,39,31.0,128.0,0.99296,3.12,0.46,10.4,6
8.9,0.27,0.28,0.8,24,29.0,128.0,0.98984,3.01,0.35,12.4,6
5.9,0.28,0.14,8.6,32,30.0,142.0,0.99542,3.28,0.44,9.5,6
6.9,0.19,0.35,1.7,36,33.0,101.0,0.99315,3.21,0.54,10.8,7
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7
8.5,0.21,0.26,9.25,34,73.0,142.0,0.9945,3.05,0.37,11.4,6
7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5
7.9,0.35,0.28,12.9,32,13.0,63.0,0.9932,2.99,0.43,13.0,6
7.0,0.29,0.49,3.8,47,37.0,136.0,0.9938,2.95,0.4,9.4,6
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6
6.1,0.33,0.3,3.0,36,30.0,124.0,0.98922,3.31,0.4,13.1,7
7.4,0.23,0.38,8.6,52,41.0,150.0,0.99534,3.06,0.46,10.3,5
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7
5.4,0.29,0.47,3.0,52,47.0,145.0,993,3.29,0.75,10.0,6
7.3,0.32,0.34,6.6,32,24.0,112.0,0.99505,3.22,0.46,9.8,6
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7
7.5,0.17,0.71,11.8,38,52.0,148.0,0.99801,3.03,0.46,8.9,5
6.3,0.29,0.28,4.7,59,28.0,81.0,0.99036,3.24,0.56,12.7,8
6.9,0.19,0.31,19.25,43,38.0,167.0,0.99954,2.93,0.52,9.1,7
7.4,0.32,0.22,11.7,35,44.0,150.0,0.99578,3.1,0.45,10.4,5
6.8,0.38,0.29,9.9,37,40.0,146.0,0.99326,3.11,0.37,11.5,6
6.3,0.3,0.24,6.6,0.04,38.0,141.0,995,3.22,0.47,9.5,5
7.0,0.53,0.43,6.1,29,6.0,76.0,0.99118,3.08,0.5,12.5,8
7.2,0.19,0.31,1.4,46,37.0,135.0,0.9939,3.34,0.57,10.2,7
6.4,0.15,0.36,1.8,34,43.0,150.0,0.9922,3.42,0.69,11.0,8
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
6.8,0.26,0.42,1.7,49,41.0,122.0,993,3.47,0.48,10.5,8
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4
5.0,0.2,0.4,1.9,15,20.0,98.0,0.9897,3.37,0.55,12.05,6
7.0,0.31,0.26,7.4,69,28.0,160.0,0.9954,3.13,0.46,9.8,6
6.0,0.13,0.28,5.7,38,56.0,189.5,0.9948,3.59,0.43,10.6,7
6.2,0.15,0.46,1.6,39,38.0,123.0,993,3.38,0.51,9.7,6
6.8,0.23,0.31,2.8,47,40.0,122.0,0.99126,3.06,0.64,10.9,7
7.0,0.17,0.37,5.7,25,29.0,111.0,0.9938,3.2,0.49,10.8,6
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6
6.9,0.4,0.17,12.9,33,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.7,0.42,0.46,9.7,54,67.0,234.0,0.99848,3.23,0.5,9.0,5
7.1,0.32,0.29,4.0,38,33.0,170.0,0.99463,3.27,0.64,10.2,6
7.7,0.28,0.35,15.3,56,31.0,117.0,0.9998,3.27,0.5,9.6,5
7.4,0.33,0.26,15.6,49,67.0,210.0,0.99907,3.06,0.68,9.5,5
6.5,0.22,0.28,3.7,59,29.0,151.0,0.99177,3.23,0.41,12.1,7
6.7,0.12,0.36,2.3,39,43.0,125.0,0.99229,3.07,0.67,10.1,7
6.7,0.45,0.3,5.3,36,27.0,165.0,0.99122,3.12,0.46,12.2,6
6.7,0.28,0.42,3.5,35,43.0,105.0,0.99021,3.18,0.38,12.2,6
6.0,0.25,0.28,7.7,53,37.0,132.0,0.99489,3.06,0.5,9.4,6
6.9,0.24,0.39,1.3,63,18.0,136.0,0.9928,3.31,0.48,10.4,7
5.5,0.12,0.33,1.0,38,23.0,131.0,0.99164,3.25,0.45,9.8,5
6.0,0.18,0.27,1.5,89,40.0,143.0,0.9923,3.49,0.62,10.8,6
8.0,0.18,0.49,1.8,61,10.0,145.0,0.9942,3.23,0.48,10.0,5
6.9,0.16,0.3,9.6,57,50.0,185.0,0.9978,3.39,0.38,9.6,6
7.9,0.33,0.28,31.6,53,35.0,176.0,1.0103,3.15,0.38,8.8,6
5.1,0.33,0.22,1.6,27,18.0,89.0,0.9893,3.51,0.38,12.5,7
6.8,0.22,0.35,17.5,39,38.0,153.0,0.9994,3.24,0.42,9.0,6
4.9,0.47,0.17,1.9,35,60.0,148.0,0.98964,3.27,0.35,11.5,6
7.2,0.15,0.39,1.8,43,21.0,159.0,0.9948,3.52,0.47,10.0,5
7.0,0.23,0.36,7.1,28,31.0,104.0,0.9922,3.35,0.47,12.1,8
6.9,0.26,0.38,10.5,44,33.0,139.0,0.99517,3.06,0.5,10.3,6
7.9,0.25,0.35,6.7,39,22.0,64.0,0.99362,2.93,0.49,10.7,5
6.9,0.25,0.35,1.3,39,29.0,191.0,0.9908,3.13,0.52,11.0,6
7.8,0.29,0.36,7.0,42,38.0,161.0,0.9941,3.26,0.37,11.2,8
8.1,0.36,0.59,13.6,51,60.0,134.0,0.99886,2.96,0.39,8.7,5
7.5,0.23,0.32,9.2,38,54.0,191.0,0.9966,3.04,0.56,9.7,6
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7
6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6
5.9,0.42,0.36,2.4,34,19.0,77.0,0.99184,3.25,0.48,10.9,5
5.8,0.2,0.27,1.4,31,12.0,77.0,0.9905,3.25,0.36,10.9,7
5.7,0.25,0.21,1.5,44,21.0,108.0,0.99142,3.3,0.59,11.0,6
8.0,0.3,0.36,11.0,34,8.0,70.0,0.99354,3.05,0.41,12.2,6
8.4,0.2,0.38,11.8,55,51.0,170.0,1.0004,3.34,0.82,8.9,6
6.6,0.28,0.36,1.7,38,22.0,101.0,0.9912,3.29,0.57,11.6,6
7.3,0.23,0.41,14.6,48,73.0,223.0,0.99863,3.16,0.71,9.4,6
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,5
5.7,0.32,0.18,1.4,29,26.0,104.0,0.9906,3.44,0.37,11.0,6
5.8,0.31,0.32,4.5,24,28.0,94.0,0.98906,3.25,0.52,13.7,7
6.4,0.27,0.19,1.9,85,21.0,196.0,0.99516,3.49,0.64,9.5,4
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5
7.2,0.19,0.27,11.2,61,46.0,149.0,0.99772,2.99,0.59,9.3,6
7.4,0.3,0.22,5.25,53,33.0,180.0,0.9926,3.13,0.45,11.6,6
5.3,0.32,0.12,6.6,43,22.0,141.0,0.9937,3.36,0.6,10.4,6
5.7,0.36,0.34,4.2,26,21.0,77.0,0.9907,3.41,0.45,11.9,6
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
6.0,0.17,0.36,1.7,42,14.0,61.0,0.99144,3.22,0.54,10.8,6
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6
7.4,0.25,0.36,13.2,67,53.0,178.0,0.9976,3.01,0.48,9.0,6
6.1,0.15,0.4,1.2,0.03,19.0,84.0,0.98926,3.19,0.96,13.0,6
6.9,0.22,0.49,7.0,63,50.0,168.0,0.9957,3.54,0.5,10.3,6
6.6,0.26,0.52,8.2,47,52.0,191.0,0.99541,3.16,0.47,9.5,6
6.9,0.26,0.49,1.6,58,39.0,166.0,0.9965,3.65,0.52,9.4,4
6.7,0.5,0.36,11.5,96,18.0,92.0,0.99642,3.11,0.49,9.6,5
7.1,0.36,0.24,1.8,25,32.0,102.0,0.9903,3.34,0.59,12.8,6
6.2,0.33,0.27,4.9,36,30.0,134.0,0.9927,3.2,0.42,10.4,7
7.6,0.21,0.44,1.9,36,10.0,119.0,0.9913,3.01,0.7,12.8,6
7.4,0.22,0.27,1.6,57,45.0,98.0,0.99299,3.29,0.44,9.9,7
6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,5
7.5,0.15,0.38,1.8,54,19.0,101.0,0.9946,3.24,0.44,10.0,5
6.1,0.68,0.52,1.4,37,32.0,123.0,0.99022,3.24,0.45,12.0,6
6.0,0.32,0.3,1.3,25,18.0,112.0,0.98802,3.07,0.64,13.3,7
6.6,0.34,0.25,4.8,38,16.0,121.0,0.99198,3.36,0.71,12.6,6
6.5,0.17,0.31,1.5,41,34.0,121.0,0.99092,3.06,0.46,10.5,6
7.2,0.4,0.24,8.5,55,45.0,151.0,0.99626,3.2,0.52,9.2,5
7.1,0.37,0.67,10.5,45,49.0,155.0,0.9975,3.16,0.44,8.7,5
6.8,0.21,0.36,18.1,46,32.0,133.0,1.0,3.27,0.48,8.8,5
8.2,0.24,0.49,9.3,38,52.0,163.0,0.9952,3.02,0.33,10.6,6
6.5,0.24,0.39,17.3,52,22.0,126.0,0.99888,3.11,0.47,9.2,6
8.2,0.18,0.49,1.1,33,28.0,81.0,0.9923,3.0,0.68,10.4,7
7.3,0.26,0.3,9.3,0.05,35.0,154.0,0.99581,3.21,0.5,10.4,6
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5
6.2,0.3,0.21,1.1,32,31.0,111.0,0.9889,2.97,0.42,12.2,6
7.8,0.26,0.44,1.3,37,43.0,132.0,0.9944,3.18,0.65,10.0,5
5.5,0.42,0.09,1.6,19,18.0,68.0,0.9906,3.33,0.51,11.4,7
5.4,0.59,0.07,7.0,45,36.0,147.0,0.9944,3.34,0.57,9.7,6
6.0,0.31,0.27,2.3,42,19.0,120.0,0.98952,3.32,0.41,12.7,7
5.8,0.3,0.38,4.9,39,22.0,86.0,0.98963,3.23,0.58,13.1,7
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6
6.0,0.24,0.41,1.3,36,42.0,118.0,0.99018,3.04,0.64,11.7333333333333,6
7.1,0.43,0.61,11.8,45,54.0,155.0,0.9974,3.11,0.45,8.7,5
6.7,0.38,0.26,9.55,36,35.0,91.0,0.9919,2.98,0.37,12.4,6
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6
5.8,0.42,0.3,2.2,35,26.0,129.0,989,3.32,0.47,12.9,6
4.7,335,0.14,1.3,36,69.0,168.0,0.99212,3.47,0.46,10.5,5
5.8,0.28,0.35,2.3,53,36.0,114.0,0.9924,3.28,0.5,10.2,4
5.1,0.11,0.32,1.6,28,12.0,90.0,0.99008,3.57,0.52,12.2,6
8.1,0.2,0.28,0.9,23,49.0,87.0,0.99062,2.92,0.36,11.1,6
7.8,0.2,0.28,10.2,54,78.0,186.0,997,3.14,0.46,10.0,6
6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.65,10.4,6
6.9,0.29,0.16,6.8,34,65.0,212.0,0.9955,3.08,0.39,9.0,6
6.4,0.17,0.27,1.5,37,20.0,98.0,0.9916,3.46,0.42,11.0,7
7.6,0.27,0.3,9.2,18,23.0,96.0,0.9938,3.08,0.29,11.0,6
6.2,0.25,0.48,10.0,44,78.0,240.0,0.99655,3.25,0.47,9.5,6
7.0,0.14,0.49,5.9,53,22.0,118.0,0.9954,3.36,0.36,9.4,6
5.6,175,0.29,0.8,43,20.0,67.0,0.99112,3.28,0.48,9.9,6
6.8,0.28,0.29,11.9,52,51.0,149.0,0.99544,3.02,0.58,10.4,6
7.3,0.28,0.37,1.2,39,26.0,99.0,0.99198,3.01,0.62,10.8,5
8.0,0.29,0.29,13.2,46,26.0,113.0,0.9983,3.25,0.37,9.7,6
6.8,0.3,0.27,11.6,28,22.0,97.0,0.99314,2.96,0.38,11.7,6
7.1,0.32,0.24,13.1,0.05,52.0,204.0,998,3.1,0.49,8.8,5
8.6,0.23,0.46,1.0,54,9.0,72.0,0.9941,2.95,0.49,9.1,6
7.4,0.25,0.28,7.25,28,14.0,78.0,0.99238,2.94,0.37,11.5,7
7.2,0.2,0.36,2.5,28,22.0,157.0,0.9938,3.48,0.49,10.6,6
6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6
7.3,0.24,0.39,17.95,57,45.0,149.0,0.9999,3.21,0.36,8.6,5
7.6,0.32,0.36,1.6,0.04,32.0,155.0,993,3.23,0.52,11.3,6
6.3,0.23,0.33,1.5,36,15.0,105.0,991,3.32,0.42,11.2,6
6.8,0.25,0.38,8.1,46,24.0,155.0,0.9956,3.33,0.59,10.2,6
6.8,0.53,0.35,3.8,34,26.0,109.0,0.9906,3.26,0.57,12.7,8
6.2,0.37,0.24,6.1,32,19.0,86.0,0.98934,3.04,0.26,13.4,8
5.1,0.39,0.21,1.7,27,15.0,72.0,0.9894,3.5,0.45,12.5,6
6.9,0.17,0.25,1.6,47,34.0,132.0,0.9914,3.16,0.48,11.4,5
7.0,0.22,0.32,1.6,45,40.0,120.0,0.9914,2.98,0.44,10.5,6
8.4,0.2,0.38,11.8,55,51.0,170.0,1.0004,3.34,0.82,8.9,6
7.4,0.36,0.23,1.9,17,31.0,69.0,0.9892,2.93,0.36,12.5,6
7.0,0.35,0.3,6.5,28,27.0,87.0,0.9936,3.4,0.42,11.4,7
6.5,0.33,0.24,14.5,48,20.0,96.0,0.99456,3.06,0.3,11.5,8
6.6,0.64,0.28,4.4,32,19.0,78.0,0.99036,3.11,0.62,12.9,6
6.9,0.22,0.39,6.0,35,44.0,141.0,0.99123,3.11,0.33,12.5,6
7.1,0.44,0.62,11.8,44,52.0,152.0,0.9975,3.12,0.46,8.7,6
6.1,0.38,0.42,5.0,16,31.0,113.0,0.99007,3.15,0.31,12.4,7
6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,5
7.1,0.22,0.32,16.9,56,49.0,158.0,0.9998,3.37,0.38,9.6,6
6.6,0.26,0.29,1.4,39,13.0,67.0,0.9915,3.05,0.49,10.9,6
7.1,0.17,0.4,14.55,47,47.0,156.0,0.99945,3.34,0.78,9.1,6
